#name	Subject1
Hs.181244	-0.114
Hs.285401	0.318
Hs.41587	0.0745
Hs.1735	0.071
Hs.28137	-0.581
Hs.76090	0.113
Hs.75760	0.003
Hs.115176	0.376
Hs.61628	0.009
Hs.313247	0.117
Hs.444697	-0.657
Hs.33455	0.17
Hs.437457	0.063
Hs.173134	0.188
Hs.77578	0.22
Hs.155247	0.311
Hs.446705	0.195
Hs.4975	0.062
Hs.352702	-0.115
Hs.323363	0.165
Hs.76894	-0.174
Hs.25035	-0.4265
Hs.321687	0.387
Hs.250581	1.138
Hs.113882	0.575
Hs.7854	-0.12
Hs.284712	-0.188
Hs.37916	-0.051
Hs.165948	0.03
Hs.439631	-0.277
Hs.442317	0.041
Hs.512249	0.099
Hs.11711	0.616
Hs.75199	-0.008
Hs.436943	0.127
Hs.435468	0.33
Hs.501452	0.118
Hs.370123	-0.027
Hs.334824	-0.46
Hs.82128	-0.054
Hs.508411	0.3985
Hs.81118	-0.526
Hs.151139	-0.375
Hs.372758	0.394
Hs.371768	0.326
Hs.25544	-0.263
Hs.20529	0.09
Hs.407765	0.346
Hs.407995	-0.234
Hs.181243	0.238
Hs.3402	0.564
Hs.439511	-0.228
Hs.131727	-0.013
Hs.3416	-0.092
Hs.485402	-0.437
Hs.429365	-0.126666666666667
Hs.145741	-0.162
Hs.445015	0.055
Hs.372286	0.015
Hs.61094	-0.317
Hs.333791	-0.197
Hs.31323	0.169
Hs.217292	-0.405
Hs.2164	0.096
Hs.499355	0.239
Hs.91521	-0.082
Hs.23719	-0.364
Hs.1674	-0.364
Hs.21753	0.217
Hs.294008	0.225
Hs.7967	0.005
Hs.436944	-0.088
Hs.93210	0.02
Hs.474401	-0.171
Hs.78913	-0.205
Hs.325960	0.005
Hs.459987	-0.246
Hs.395	-0.109
Hs.445203	-0.494
Hs.284250	0.063
Hs.4980	0.0695
Hs.31130	-0.022
Hs.435673	0.054
Hs.272168	-0.001
Hs.356545	-0.113
Hs.82240	-0.2755
Hs.249186	0.025
Hs.369253	-0.0135
Hs.288555	0.202
Hs.406191	-0.261
Hs.163546	-0.227
Hs.484551	-0.453
Hs.128846	-0.243
Hs.123654	-0.093
Hs.431270	-0.045
Hs.82916	-0.387
Hs.58617	-0.552
Hs.23213	0.308
Hs.102941	-0.42
Hs.382044	0.319
Hs.448610	0.065
Hs.447624	-0.244
Hs.430854	-0.074
Hs.412286	0.146
Hs.162051	0.216
Hs.333383	0.022
Hs.210911	-0.045
Hs.211588	0.522
Hs.76057	0.134
Hs.58896	-0.523
Hs.190284	0.74
Hs.279609	-0.346
Hs.436881	-0.067
Hs.351342	-0.0865
Hs.14623	-0.076
Hs.24183	0.335
Hs.526394	-0.123
Hs.8015	0.341
Hs.114322	-0.044
Hs.11114	0.327
Hs.117259	0.07
Hs.318773	0.1
Hs.498154	0.162
Hs.115246	0.055
Hs.259785	0.384
Hs.82324	-0.285
Hs.339577	-0.45
Hs.434866	-0.231
Hs.294083	0.232
Hs.101735	-0.155
Hs.20157	0.001
Hs.4257	-0.0745
Hs.406917	0.035
Hs.926	0.849
Hs.446393	-0.173
Hs.357128	0.241
Hs.249200	-0.075
Hs.127216	-0.267
Hs.83623	-0.551
Hs.90691	-0.062
Hs.32963	0.493
Hs.31819	-0.011
Hs.164495	0.283
Hs.114076	-0.271
Hs.75339	0.129
Hs.279245	-0.383
Hs.30237	0
Hs.7482	-0.141
Hs.297660	-0.026
Hs.128021	0.395
Hs.101850	0.085
Hs.433345	0.189
Hs.446352	-0.169
Hs.75798	-0.46
Hs.194695	0.007
Hs.4944	0.059
Hs.421621	0.361
Hs.75859	-0.138
Hs.274264	0.119
Hs.792	-0.503
Hs.3100	-0.437
Hs.105728	-0.069
Hs.435795	0.252
Hs.432574	0.278
Hs.293257	0.059
Hs.119699	-0.303
Hs.279837	0.236
Hs.29285	0.074
Hs.172944	0.559
Hs.25209	0.194
Hs.406557	0.056
Hs.444159	0.1645
Hs.181391	0.102
Hs.458453	0.149
Hs.435788	-0.2555
Hs.403836	-0.145
Hs.223474	0.095
Hs.43744	-0.333
Hs.343220	0.098
Hs.388162	0.671
Hs.107101	0.31
Hs.20142	-0.55
Hs.150390	0.043
Hs.108923	0.171
Hs.282260	-0.067
Hs.193516	0.276
Hs.43018	0.1675
Hs.93842	0.362
Hs.80720	-0.117
Hs.6522	-0.164
Hs.128935	-0.775
Hs.7905	0.197
Hs.162086	-0.049
Hs.22630	-0.63
Hs.166994	-0.207
Hs.226755	0.188
Hs.40339	-0.209
Hs.136345	-0.438
Hs.253495	0.255
Hs.70312	-0.294
Hs.118721	-0.225
Hs.125201	-0.336
Hs.368741	0.677
Hs.35140	0.002
Hs.436376	-0.533
Hs.273333	0.323
Hs.27372	-0.201
Hs.257336	0.223
Hs.24719	0.067
Hs.440769	-0.1546
Hs.124951	0.147
Hs.191539	-0.202
Hs.368002	0.083
Hs.478735	0.181
Hs.105435	0.1315
Hs.522347	-0.434
Hs.266470	0.189
Hs.126222	0.006
Hs.371468	0.0413333333333333
Hs.437173	0.68
Hs.413175	0.256
Hs.159629	0.037
Hs.189998	0.055
Hs.446589	-0.259
Hs.93002	0.087
Hs.153244	0.0215
Hs.22399	-0.429
Hs.183924	1.084
Hs.130086	-0.561
Hs.249441	-1.014
Hs.181174	0.154
Hs.54697	0.336
Hs.88689	-0.225
Hs.301760	0.245
Hs.218017	-0.163
Hs.116122	0.22
Hs.78771	0.429
Hs.234521	0.035
Hs.128686	-0.225
Hs.92261	0.416
Hs.198003	0.215
Hs.1360	0.245
Hs.66744	0.091
Hs.1690	-0.081
Hs.154679	-0.02
Hs.105700	0.214
Hs.446567	-0.172
Hs.7720	-0.526
Hs.194694	0.168
Hs.44532	0.146
Hs.184298	-0.18
Hs.295421	0.488
Hs.445201	0.007
Hs.27693	0.069
Hs.129055	-0.177
Hs.301974	-0.453
Hs.27621	0.655
Hs.5947	0.3845
Hs.371458	-0.009
Hs.509496	-0.086
Hs.432842	0.06
Hs.480085	-0.204
Hs.28564	0.349
Hs.348024	0.107
Hs.51965	-0.195
Hs.297792	0.083
Hs.861	0.291
Hs.68714	0.302
Hs.390567	0.024
Hs.12797	0.585
Hs.35380	0.211
Hs.173464	-0.167
Hs.128041	-0.071
Hs.62180	-0.383
Hs.82547	0.277
Hs.406096	-0.0165
Hs.117938	-0.283
Hs.37108	-0.089
Hs.337588	-0.433
Hs.115474	-0.293
Hs.502330	0.02
Hs.98998	-0.0865
Hs.370774	-0.277
Hs.446450	-0.468
Hs.416959	-0.329
Hs.7476	0.163
Hs.54433	0.072
Hs.155764	0.253
Hs.30246	0.057
Hs.29874	0.058
Hs.125825	0.452
Hs.134273	0.314
Hs.145726	-0.044
Hs.380110	0.055
Hs.99785	0.606
Hs.14453	-0.195
Hs.44439	-0.218
Hs.443657	0.828
Hs.117956	-0.283
Hs.420563	0.141
Hs.73965	-0.276
Hs.75890	-0.095
Hs.436145	0.19
Hs.529265	0.069
Hs.7299	0.25
Hs.461782	-0.12
Hs.8372	-0.032
Hs.145949	-0.068
Hs.15114	0.163
Hs.334507	0.422
Hs.47042	-0.017
Hs.488562	-0.0615
Hs.376071	0.177
Hs.130323	-0.153
Hs.136247	-0.436
Hs.87247	-0.029
Hs.444353	-0.048
Hs.69745	0.234
Hs.270757	-0.013
Hs.309415	-0.478666666666667
Hs.8042	-0.0695
Hs.198273	-0.126
Hs.385685	-0.084
Hs.103995	0.006
Hs.82353	0.143
Hs.495172	0.1785
Hs.374097	-0.042
Hs.510533	0.234
Hs.343329	-0.073
Hs.229641	-0.0695
Hs.97128	0.025
Hs.348605	0.038
Hs.115418	0.196666666666667
Hs.213327	0.051
Hs.336916	0.353
Hs.252938	-0.389
Hs.367886	0.105
Hs.6441	-0.034
Hs.505587	0.065
Hs.85087	0.385
Hs.511603	0.3205
Hs.2259	0.329
Hs.387400	0.035
Hs.303084	0.001
Hs.112237	-0.21
Hs.374061	0.328
Hs.127716	-0.463
Hs.95497	-0.082
Hs.379018	0.26
Hs.24178	0.565
Hs.311589	-0.204
Hs.128402	0.023
Hs.401703	0.24
Hs.3862	0.18
Hs.27860	0.1465
Hs.406395	0.089
Hs.440961	-0.1005
Hs.353090	-0.328
Hs.433008	-0.052
Hs.355489	0.258
Hs.370374	0.12
Hs.402525	-0.24
Hs.94953	0.715
Hs.415842	-0.128
Hs.26002	0.018
Hs.7912	-0.038
Hs.410953	0.122
Hs.5957	0.1
Hs.112405	0.788
Hs.350631	0.1854
Hs.388125	0.164
Hs.224397	0.191
Hs.279623	0.324
Hs.158029	-0.223
Hs.163484	0.067
Hs.367994	0.005
Hs.369120	0.208
Hs.292511	0.049
Hs.332119	-0.13
Hs.404119	-0.044
Hs.380830	0.1
Hs.249955	-0.269
Hs.75514	-0.202
Hs.406156	0.1665
Hs.9573	0.189
Hs.189829	0.006
Hs.118821	-0.257
Hs.170359	-0.088
Hs.105618	-0.422
Hs.426324	0.032
Hs.292097	-0.403
Hs.242889	0.246
Hs.434525	-0.029
Hs.98493	0.054
Hs.8083	1.152
Hs.119947	0.008
Hs.339834	0.058
Hs.385	-0.508
Hs.5299	0.252
Hs.31339	0.227
Hs.11590	-0.122
Hs.433722	-0.212
Hs.129873	-0.026
Hs.121178	0.211
Hs.413078	0.219
Hs.165636	0.233
Hs.172998	-0.185
Hs.368557	0.488
Hs.24948	-0.19
Hs.29911	-0.371
Hs.407756	-0.465
Hs.438972	-0.09
Hs.9460	0.507
Hs.512587	0.187
Hs.79769	0.137
Hs.222510	0.4755
Hs.155482	0.256
Hs.437877	0.063
Hs.413375	0.0455
Hs.292781	-0.344
Hs.383396	0.1
Hs.82071	-0.032
Hs.274351	0.036
Hs.406078	-0.187
Hs.81687	0.08
Hs.87889	-0.199
Hs.511956	-0.053
Hs.122133	-0.062
Hs.372093	0.192
Hs.299558	0.327
Hs.370421	0.04
Hs.176657	0.1535
Hs.408730	0.37
Hs.145061	0.418
Hs.86905	-0.2255
Hs.320368	0.276
Hs.202430	0.294
Hs.121576	0.091
Hs.23119	-0.007
Hs.131188	0.152
Hs.254280	0.088
Hs.20022	0.192
Hs.76719	0.153
Hs.81469	0.173
Hs.3459	-0.139
Hs.58685	0.179
Hs.442319	0.024
Hs.184510	0.357
Hs.274407	0.26
Hs.423935	0.195
Hs.155165	0.108
Hs.78712	0.223
Hs.105468	-0.034
Hs.46531	0.15
Hs.505644	0.392
Hs.310540	0.406
Hs.203961	-0.022
Hs.167584	-0.1935
Hs.368895	-0.346
Hs.25846	0.087
Hs.14606	0.222
Hs.469349	0.088
Hs.410941	-0.011
Hs.388375	0.029
Hs.159309	0.289
Hs.72879	-0.586
Hs.57907	0.204
Hs.114057	-0.012
Hs.58785	0.096
Hs.192233	-0.12
Hs.32352	0.061
Hs.154023	-0.414
Hs.75140	0.059
Hs.80642	-0.635
Hs.130969	-0.286333333333333
Hs.267150	0.224
Hs.439200	0.002
Hs.355722	-0.096
Hs.397638	0.251
Hs.211038	-0.023
Hs.99947	-0.014
Hs.114360	-0.23
Hs.72918	-0.148
Hs.369982	0.1575
Hs.386365	0.054
Hs.418083	-0.396
Hs.17118	-0.0985
Hs.417077	-0.326
Hs.321101	0.2345
Hs.500245	-0.264
Hs.290346	-0.076
Hs.181097	0.175
Hs.526404	0.391
Hs.134228	-0.196
Hs.235860	-0.213
Hs.7764	0.313
Hs.54517	0.2545
Hs.398093	0.039
Hs.505172	-0.141
Hs.67201	0.251
Hs.11594	0.123
Hs.177548	-0.28
Hs.131846	0.0785
Hs.9059	-0.019
Hs.510743	0.095
Hs.11392	-0.438
Hs.1030	0.405
Hs.12337	0.349
Hs.272493	0.231
Hs.442844	0.008
Hs.119251	0.271
Hs.123070	0.13
Hs.173902	0.355
Hs.108530	-0.242
Hs.2256	0.216
Hs.7094	0.006
Hs.415041	0.266
Hs.246842	0.037
Hs.180686	0.488
Hs.21446	0.334
Hs.132311	0.062
Hs.12489	-0.408
Hs.84063	-0.299
Hs.197071	-0.2065
Hs.127799	0.0693333333333333
Hs.72870	-0.349
Hs.117238	-0.016
Hs.437398	-0.1845
Hs.80132	0.011
Hs.323079	0.072
Hs.239458	-0.199
Hs.54483	-0.103
Hs.28081	1.069
Hs.64595	-0.186
Hs.73010	-0.306
Hs.465558	-0.091
Hs.61441	-0.554
Hs.184456	0.272
Hs.407933	-0.281
Hs.426967	0.2165
Hs.59125	-0.271
Hs.148767	-0.103
Hs.421986	0.137
Hs.226117	0.118
Hs.286226	0.169
Hs.220529	0.624
Hs.311079	-0.196
Hs.269898	0.561
Hs.124863	-0.374
Hs.169006	-0.046
Hs.20952	0.588
Hs.376792	0.299
Hs.143495	-0.216
Hs.23158	-0.027
Hs.117339	0.224
Hs.117852	0.531
Hs.406066	0.035
Hs.202306	0.0515
Hs.129758	0.078
Hs.173381	-0.119
Hs.165263	-0.075
Hs.446610	0.134
Hs.256278	0.34
Hs.183803	-0.182
Hs.406050	0.2785
Hs.416692	-0.086
Hs.333184	-0.282
Hs.77274	0.061
Hs.277026	-0.11
Hs.524484	0.612
Hs.94875	0.229
Hs.202453	-0.033
Hs.132377	-0.0336666666666666
Hs.433146	-0.026
Hs.217297	0.304
Hs.418097	-0.0665
Hs.75835	0.181
Hs.301266	0.153
Hs.107153	-0.275
Hs.449579	-0.363
Hs.169388	0.2925
Hs.503649	0.042
Hs.444082	-0.247
Hs.91813	-0.028
Hs.49598	0.24
Hs.214174	-0.096
Hs.75367	0.329
Hs.113824	-0.393
Hs.143046	-0.313
Hs.439874	-0.468
Hs.102696	-0.178
Hs.83572	0.1055
Hs.325530	0.294
Hs.25674	-0.021
Hs.119900	-0.045
Hs.56294	-0.185
Hs.137569	-0.619
Hs.371696	-0.176
Hs.14601	0.352
Hs.298469	0.188
Hs.285818	0.057
Hs.24725	0.271
Hs.173705	-0.088
Hs.95424	0.636
Hs.303727	-0.272
Hs.314658	-0.324
Hs.326391	-0.047
Hs.276506	0.5285
Hs.301612	0.2525
Hs.415471	-0.206
Hs.18268	0.105
Hs.234355	-0.236
Hs.458324	0.041
Hs.416211	0.194
Hs.368823	0.076
Hs.221811	-0.002
Hs.82002	0.759
Hs.201157	0.002
Hs.25829	0.087
Hs.356467	0.358
Hs.211594	0.401
Hs.153648	0.089
Hs.31037	0.284
Hs.368409	0.017
Hs.151930	0.219
Hs.194737	-0.367
Hs.117060	-0.085
Hs.448589	-0.442
Hs.234249	0.415666666666667
Hs.339	-0.441
Hs.24030	-0.0935
Hs.354740	0.2255
Hs.7165	-0.081
Hs.82112	0.059
Hs.89781	-0.002
Hs.421383	-0.067
Hs.367811	0.076
Hs.137556	-0.195
Hs.185726	-0.33
Hs.415220	-0.052
Hs.406423	0.096
Hs.244220	0.75
Hs.278311	0.003
Hs.389137	0.096
Hs.176626	-0.264
Hs.89583	0.137
Hs.348436	-0.21
Hs.44899	0.104
Hs.152978	0.569
Hs.440760	0.037
Hs.458309	-0.085
Hs.284226	-0.251
Hs.436082	0.574
Hs.356544	-0.131
Hs.131433	-0.274
Hs.50850	-0.064
Hs.515157	0.378
Hs.276754	0.0335
Hs.87246	0.231
Hs.26703	0.024
Hs.379357	0.317
Hs.107526	0.417
Hs.269809	-0.1325
Hs.38972	0.363
Hs.289019	0.201
Hs.16695	0.193
Hs.181128	-0.295
Hs.3239	0.180333333333333
Hs.279905	-0.526
Hs.17211	-0.403
Hs.222061	-0.401
Hs.380089	0.589
Hs.6079	0.026
Hs.408429	0.045
Hs.156892	-0.118
Hs.16362	0.062
Hs.494854	-0.061
Hs.377070	-0.857
Hs.49753	0.296
Hs.64056	0.111
Hs.3844	0.136
Hs.239870	0.36
Hs.435067	-0.013
Hs.424619	-0.449
Hs.279474	0.197
Hs.224601	0.164
Hs.42221	-0.123
Hs.407693	-0.117
Hs.120	0.04
Hs.25121	0.263
Hs.346950	0.156
Hs.460584	-0.682
Hs.436976	0.113
Hs.415641	-0.444
Hs.277568	-0.011
Hs.421496	-0.41
Hs.394916	-0.696
Hs.235116	-0.002
Hs.80426	-0.0805
Hs.385521	-0.178
Hs.403927	0.028
Hs.292754	-0.382
Hs.522511	-0.099
Hs.282346	-0.172
Hs.276770	0.563
Hs.162951	-0.184
Hs.509050	-0.072
Hs.82609	-0.132
Hs.376047	0.271
Hs.160673	-0.217
Hs.401388	-0.342
